Address_A,Port_A,Address_B,Port_B,Total_Packets,Total_Bytes,Packets_Forward,Bytes_Forward,Packets_Backward,Bytes_Backward,Rel_Start,Duration,Bits/s_Forward,Bits/s_Backward
192.168.50.11,51528,224.0.0.252,5355,4,284,4,284,0,0,143011.0309,1966592.959,0.001155298,0
192.168.50.88,36219,8.8.4.4,53,1,89,1,89,0,0,176613.0055,0,0,0
fe80::3403:4993:3b2c:2ae9,64309,ff02::1:3,5355,2,172,2,172,0,0,525827.5548,0.107569,12791.78946,0
192.168.50.57,58260,192.168.50.88,53,2,452,1,73,1,379,527021.4968,0.042991,13584.23856,70526.38925
192.168.50.88,39727,8.8.4.4,53,4,957,2,166,2,791,494105.162,33304.87364,0.039874044,0.190002222
192.168.50.88,57476,8.8.4.4,53,2,637,1,70,1,567,371093.3806,0.004665,0,0
192.168.50.88,57119,8.8.8.8,53,4,1129,2,172,2,957,543838.5067,382759.3644,0.003594948,0.020002123
192.168.50.88,58139,8.8.4.4,53,1,88,1,88,0,0,501546.1276,0,0,0
192.168.50.88,50698,8.8.8.8,53,2,887,1,83,1,804,473039.1087,0.012294,54010.08616,523182.0394
fe80::785b:9c3b:68b4:aa64,57730,ff02::1:3,5355,2,172,2,172,0,0,3852.429493,0.107578,12790.71929,0
192.168.50.88,49410,8.8.4.4,53,2,637,1,70,1,567,531301.2378,0.004808,0,0
192.168.50.18,50243,192.168.50.88,53,4,488,2,160,2,328,451443.8829,77288.12311,0.016561406,0.033950883
192.168.50.14,65078,224.0.0.252,5355,2,128,2,128,0,0,410805.9378,0.104107,9836.034076,0
192.168.50.88,56590,91.189.89.198,123,2,180,1,90,1,90,521747.1171,0.141054,5104.428091,5104.428091
192.168.50.18,49502,192.168.50.88,53,6,732,3,240,3,492,183947.3793,3009533.984,0.000637973,0.001307844
192.168.50.54,58099,224.0.0.252,5355,2,142,2,142,0,0,61426.7148,0.102939,11035.6619,0
192.168.50.61,59724,192.168.50.88,53,2,407,1,82,1,325,520289.5559,0.034059,19260.69466,76338.11909
192.168.50.88,39223,8.8.4.4,53,2,887,1,83,1,804,510839.9259,0.012401,53544.06896,518667.8488
192.168.50.19,52689,192.168.50.88,53,2,391,1,73,1,318,61510.95898,0.000254,0,0
192.168.50.65,53489,224.0.0.252,5355,2,132,2,132,0,0,1948.16196,0.109152,9674.582234,0
fe80::891f:ff8f:8660:beff,58263,ff02::1:3,5355,1,91,1,91,0,0,282511.8555,0,0,0
192.168.50.108,55082,192.168.50.88,53,2,136,1,68,1,68,38436.47873,10.017244,54.30635412,54.30635412
192.168.50.50,62577,192.168.50.88,53,4,789,2,178,2,611,61086.28361,6.281375,226.7019562,778.1735687
192.168.50.18,65298,192.168.50.88,53,12,1464,6,480,6,984,348718.1853,919797.4455,0.004174832,0.008558406
192.168.50.88,36584,8.8.4.4,53,3,981,2,176,1,805,128607.18,3296593.854,0.000427108,0.001953532
192.168.50.88,58809,8.8.8.8,53,1,89,1,89,0,0,495488.1997,0,0,0
192.168.50.54,58818,239.255.255.250,1900,4,860,4,860,0,0,438618.48,2.999274,2293.888454,0
192.168.50.14,60587,224.0.0.252,5355,4,256,4,256,0,0,368682.2144,568675.631,0.00360135,0
192.168.50.18,61494,192.168.50.88,53,4,488,2,160,2,328,116563.3152,2113387.289,0.000605663,0.001241609
fe80::891f:ff8f:8660:beff,61201,ff02::1:3,5355,1,91,1,91,0,0,507514.1218,0,0,0
192.168.50.88,60997,8.8.8.8,53,3,412,2,184,1,228,478783.5798,659350.2224,0.002232501,0.00276636
192.168.50.88,46967,8.8.8.8,53,2,637,1,70,1,567,461198.9885,0.002314,0,0
192.168.50.14,63290,224.0.0.252,5355,2,128,2,128,0,0,351401.3201,0.102288,10010.94948,0
192.168.50.88,37498,8.8.4.4,53,2,637,1,70,1,567,478115.2842,0.004685,0,0
192.168.50.88,36951,8.8.4.4,53,2,860,1,77,1,783,455032.1352,0.012044,51145.79885,520092.9935
192.168.50.88,40631,8.8.4.4,53,1,85,1,85,0,0,162128.1264,0,0,0
192.168.50.50,54647,192.168.50.88,53,10,1873,5,353,5,1520,371892.5745,0.319648,8834.71819,38041.84603
192.168.50.88,55176,8.8.4.4,53,4,1778,2,168,2,1610,377930.4934,131044.2298,0.010256079,0.098287426
192.168.50.88,47214,8.8.8.8,53,3,328,2,175,1,153,148922.8358,3050828.493,0.000458892,0.000401202
192.168.50.15,57101,192.168.50.88,53,4,472,2,152,2,320,412274.0161,509046.1554,0.002388781,0.005029014
192.168.50.54,50626,239.255.255.250,1900,4,860,4,860,0,0,487458.3709,2.997145,2295.517901,0
192.168.50.88,48289,8.8.8.8,53,1,78,1,78,0,0,437732.4248,0,0,0
192.168.50.88,49950,8.8.4.4,53,2,637,1,70,1,567,494117.0105,0.004742,0,0
192.168.50.88,57837,8.8.4.4,53,4,324,4,324,0,0,373991.7281,10.010713,258.9226162,0
fe80::d58e:a29a:c48:dd8f,65498,ff02::1:3,5355,1,91,1,91,0,0,579116.9833,0,0,0
192.168.50.18,60352,192.168.50.88,53,4,488,2,160,2,328,131564.2933,909778.2566,0.001406936,0.002884219
192.168.50.18,52140,192.168.50.88,53,4,488,2,160,2,328,542233.0744,446426.1541,0.002867216,0.005877792
192.168.50.65,58844,192.168.50.88,53,2,557,1,75,1,482,506299.2344,0.061866,9698.38037,62328.25784
192.168.50.88,39018,8.8.4.4,53,3,707,2,140,1,567,314990.1036,3033346.873,0.000369229,0.001495378
192.168.50.88,42587,8.8.4.4,53,2,248,1,88,1,160,442755.3118,0.022633,31105.02366,56554.58847
192.168.50.18,65338,224.0.0.252,5355,1,71,1,71,0,0,504407.9605,0,0,0
192.168.50.14,60510,224.0.0.252,5355,6,384,6,384,0,0,540441.5867,2107584.671,0.001457593,0
192.168.50.88,33472,8.8.8.8,53,1,70,1,70,0,0,486113.2146,0,0,0
192.168.50.18,50496,192.168.50.88,53,12,1464,6,480,6,984,187547.4561,3085318.978,0.001244604,0.002551438
192.168.50.15,55303,192.168.50.88,53,2,236,1,76,1,160,321325.7955,0.000233,0,0
192.168.50.88,43908,8.8.4.4,53,1,77,1,77,0,0,124662.6998,0,0,0
192.168.50.88,60519,8.8.4.4,53,2,436,1,105,1,331,24184.77508,0.012882,65207.26594,205558.1431
fe80::891f:ff8f:8660:beff,59207,ff02::1:3,5355,1,91,1,91,0,0,368913.3166,0,0,0
192.168.50.15,61438,192.168.50.88,53,6,708,3,228,3,480,354542.3598,1168506.983,0.001560966,0.003286245
fe80::1407:a819:844c:b703,63357,ff02::c,1900,12,2160,12,2160,0,0,59998.79898,1219.180293,14.17345744,0
192.168.50.88,51959,8.8.8.8,53,3,375,2,184,1,191,257497.8641,3020457.615,0.000487343,0.000505884
192.168.50.108,38940,192.168.50.88,53,4,272,2,136,2,136,469978.5566,10.001077,108.7882835,108.7882835
192.168.50.15,56330,192.168.50.88,53,6,708,3,228,3,480,166105.5832,1564669.015,0.001165742,0.002454193
192.168.50.88,45807,8.8.4.4,53,4,476,2,189,2,287,423603.3946,3885.904944,0.389098555,0.590853362
fe80::e14d:8fc5:b840:50b8,58521,ff02::1:3,5355,2,172,2,172,0,0,187.130808,0.10925,12594.96568,0
192.168.50.88,47713,8.8.4.4,53,2,216,1,100,1,116,419053.2338,0.015653,51108.41379,59285.75999
192.168.50.88,47824,8.8.8.8,53,4,586,2,237,2,349,509835.9674,1962251.35,0.000966237,0.001422855
192.168.50.88,40429,8.8.8.8,53,2,316,1,89,1,227,6402.770338,0.521442,1365.444287,3482.650036
192.168.50.88,48603,8.8.8.8,53,2,263,1,105,1,158,3007.625755,0.035704,23526.77571,35402.19583
192.168.50.14,50798,224.0.0.252,5355,2,128,2,128,0,0,516474.2886,0.102995,9942.230203,0
192.168.50.88,41341,8.8.8.8,53,1,78,1,78,0,0,180851.7014,0,0,0
192.168.50.88,59127,8.8.4.4,53,3,970,2,169,1,801,429360.391,2965485.023,0.000455912,0.002160861
192.168.50.88,42163,8.8.4.4,53,1,70,1,70,0,0,317385.9326,0,0,0
192.168.50.88,37949,8.8.4.4,53,1,74,1,74,0,0,82692.68945,0,0,0
192.168.50.15,61754,192.168.50.88,53,4,472,2,152,2,320,482312.7116,1253533.083,0.000970058,0.002042228
192.168.50.88,37809,8.8.8.8,53,1,90,1,90,0,0,210947.2136,0,0,0
192.168.50.54,56775,239.255.255.250,1900,4,860,4,860,0,0,388818.4107,3.014149,2282.567982,0
192.168.50.88,43110,8.8.8.8,53,2,392,1,132,1,260,474839.1257,0.005009,210820.5224,415252.5442
192.168.50.60,63226,192.168.50.88,53,2,438,1,75,1,363,524363.5129,0.063483,9451.349175,45744.53001
192.168.50.88,57263,8.8.4.4,53,4,585,2,233,2,352,434413.0188,57446.14735,0.032447781,0.049019823
192.168.50.88,49675,8.8.4.4,53,2,889,1,84,1,805,504581.5554,0.004807,0,0
192.168.50.15,53892,192.168.50.88,53,2,236,1,76,1,160,273706.8687,0.000281,0,0
192.168.50.88,34955,8.8.8.8,53,3,972,2,163,1,809,478788.468,2064018.871,0.000631777,0.00313563
192.168.50.18,64648,192.168.50.88,53,4,488,2,160,2,328,416101.6976,1154891.72,0.001108329,0.002272074
192.168.50.18,56885,192.168.50.88,53,2,244,1,80,1,164,493930.3414,0.000222,0,0
192.168.50.88,44112,8.8.4.4,53,1,89,1,89,0,0,475039.9953,0,0,0
192.168.50.18,54482,192.168.50.88,53,6,732,3,240,3,492,258591.7346,188171.8061,0.010203441,0.020917055
192.168.50.16,62997,192.168.50.88,53,2,242,1,79,1,163,271092.2703,0.000222,0,0
192.168.50.14,62369,224.0.0.252,5355,2,128,2,128,0,0,489845.9364,0.102393,10000.68364,0
192.168.50.54,57963,239.255.255.250,1900,4,860,4,860,0,0,392418.4985,2.999401,2293.791327,0
fe80::3403:4993:3b2c:2ae9,55835,ff02::1:3,5355,2,168,2,168,0,0,255720.9192,0.099207,13547.43113,0
192.168.50.88,33559,8.8.8.8,53,3,337,2,181,1,156,219284.8182,827316.466,0.001750237,0.001508492
192.168.50.11,57040,224.0.0.252,5355,1,71,1,71,0,0,322112.083,0,0,0
192.168.50.88,38783,8.8.4.4,53,1,90,1,90,0,0,39153.47185,0,0,0
192.168.50.88,56772,8.8.4.4,53,5,1196,3,235,2,961,194640.323,2469109.188,0.000761408,0.003113674
192.168.50.19,50858,192.168.50.88,53,2,400,1,76,1,324,493988.264,0.043659,13926.10916,59369.2022
192.168.50.88,52686,8.8.4.4,53,2,248,1,85,1,163,372987.4757,0.003971,0,0
192.168.50.88,57954,8.8.4.4,53,2,242,1,105,1,137,434108.027,0.003889,0,0
192.168.50.88,53594,8.8.8.8,53,3,942,2,140,1,802,383792.3511,2016848.614,0.000555322,0.003181201
192.168.50.54,51513,239.255.255.250,1900,4,860,4,860,0,0,529938.5103,2.998351,2294.594596,0
192.168.50.88,57155,8.8.8.8,53,2,314,1,93,1,221,379752.7921,0.004473,0,0
192.168.50.88,41529,8.8.4.4,53,2,214,1,91,1,123,60199.36064,0.004134,0,0
192.168.50.108,33500,192.168.50.88,53,4,324,2,162,2,162,469939.2673,10.000729,129.5905528,129.5905528
192.168.50.88,35006,8.8.4.4,53,3,270,2,166,1,104,86303.18559,3329541.733,0.000398854,0.000249884
192.168.50.14,54962,224.0.0.252,5355,2,128,2,128,0,0,341188.3776,0.096164,10648.47552,0
fe80::d58e:a29a:c48:dd8f,53490,ff02::1:3,5355,2,182,2,182,0,0,437800.1146,0.104544,13927.15029,0
192.168.50.88,59491,8.8.8.8,53,2,362,1,86,1,276,380348.9885,0.021876,31449.99088,100932.5289
fe80::891f:ff8f:8660:beff,63158,ff02::1:3,5355,1,91,1,91,0,0,82710.68587,0,0,0
192.168.50.18,50067,192.168.50.88,53,2,244,1,80,1,164,480369.4511,0.000204,0,0
192.168.50.15,56630,192.168.50.88,53,2,236,1,76,1,160,427429.399,0.000296,0,0
fe80::3403:4993:3b2c:2ae9,51837,ff02::1:3,5355,2,168,2,168,0,0,499250.7383,0.103538,12980.74137,0
fe80::891f:ff8f:8660:beff,59327,ff02::1:3,5355,1,91,1,91,0,0,162811.1429,0,0,0
192.168.50.88,48262,8.8.4.4,53,1,70,1,70,0,0,499205.3116,0,0,0
192.168.50.88,43813,8.8.4.4,53,3,972,2,170,1,802,32197.68992,3330615.356,0.000408333,0.001926371
192.168.50.88,52632,8.8.8.8,53,2,287,1,111,1,176,3008.019472,0.031876,27857.94955,44171.16326
192.168.50.88,34473,8.8.4.4,53,1,89,1,89,0,0,174198.0501,0,0,0
192.168.50.88,60810,8.8.4.4,53,2,297,1,99,1,198,487329.0434,0.241833,3274.987285,6549.97457
192.168.50.54,64159,239.255.255.250,1900,4,860,4,860,0,0,390258.4173,2.998161,2294.740009,0
192.168.50.57,57829,192.168.50.88,53,2,452,1,73,1,379,476628.7078,0.029145,20037.74234,104031.5664
192.168.50.18,55511,192.168.50.88,53,4,488,2,160,2,328,102162.6255,2523089.747,0.000507314,0.001039995
192.168.50.18,62200,192.168.50.88,53,4,488,2,160,2,328,106242.7893,2011922.254,0.000636207,0.001304225
192.168.50.14,52162,224.0.0.252,5355,2,128,2,128,0,0,489848.5143,0.1022,10019.56947,0
192.168.50.57,65371,192.168.50.88,53,2,395,1,84,1,311,32034.03736,0.012775,52602.73973,194755.3816
192.168.50.88,37869,8.8.4.4,53,2,282,1,85,1,197,371894.4431,0.017535,38779.58371,89877.38812
192.168.50.14,57788,224.0.0.252,5355,2,128,2,128,0,0,143512.4053,0.098515,10394.35619,0
192.168.50.54,50084,192.168.50.88,53,2,405,1,89,1,316,482051.2203,0.019211,37062.09983,131591.2758
192.168.50.88,59758,8.8.4.4,53,2,883,1,81,1,802,517747.7829,0.012192,53149.60632,526246.7194
192.168.50.18,58846,192.168.50.88,53,2,244,1,80,1,164,223309.8152,0.000196,0,0
192.168.50.88,50597,8.8.8.8,53,2,897,1,88,1,809,392301.4493,0.011823,59544.95486,547407.5963
192.168.50.19,63086,192.168.50.88,53,2,527,1,80,1,447,59783.9696,0.000151,0,0
192.168.50.88,45576,8.8.4.4,53,2,877,1,78,1,799,523324.1743,0.011978,52095.50845,533645.0161
192.168.50.54,58283,239.255.255.250,1900,4,860,4,860,0,0,470658.5307,2.999312,2293.859392,0
192.168.50.88,44562,8.8.4.4,53,2,304,1,88,1,216,371902.0096,0.011622,60574.77188,148683.531
192.168.50.19,61245,192.168.50.88,53,2,527,1,80,1,447,455362.6004,0.000645,0,0
192.168.50.88,57626,8.8.4.4,53,2,637,1,70,1,567,458631.6801,0.00489,0,0
192.168.50.88,60367,8.8.4.4,53,2,637,1,70,1,567,47110.8428,0.004831,0,0
192.168.50.63,60699,192.168.50.88,53,4,926,2,170,2,756,433945.1534,80195.25806,0.016958609,0.07541593
192.168.50.88,58076,8.8.4.4,53,1,78,1,78,0,0,298124.711,0,0,0
192.168.50.88,33773,8.8.8.8,53,2,227,1,89,1,138,461940.5279,0.022567,31550.49407,48920.99081
192.168.50.106,35418,192.168.50.88,53,4,316,2,158,2,158,470091.2324,10.000422,126.3946661,126.3946661
192.168.50.88,43090,8.8.8.8,53,2,322,1,111,1,211,394167.4056,0.225447,3938.841501,7487.347359
192.168.50.19,50251,192.168.50.88,53,2,400,1,76,1,324,487977.8301,0.00063,0,0
192.168.50.88,40151,8.8.4.4,53,2,889,1,84,1,805,60575.5568,0.004432,0,0
192.168.50.15,52859,192.168.50.88,53,4,472,2,152,2,320,96699.57903,2033856.066,0.000597879,0.001258693
192.168.50.18,56399,192.168.50.88,53,2,244,1,80,1,164,453544.0029,0.000273,0,0
192.168.50.18,61968,192.168.50.88,53,4,488,2,160,2,328,525431.8267,56704.31639,0.022573237,0.046275137
192.168.50.88,44340,8.8.8.8,53,2,637,1,70,1,567,467630.2257,0.004933,0,0
192.168.50.88,58158,8.8.4.4,53,6,1822,3,278,3,1544,435349.7305,82675.50443,0.02690035,0.149403382
192.168.50.88,50937,8.8.4.4,53,2,233,1,92,1,141,521074.6026,0.029236,25174.44249,38582.56947
192.168.50.88,35184,8.8.4.4,53,2,637,1,70,1,567,371511.4248,0.005023,111487.159,903045.9875
192.168.50.88,50042,8.8.4.4,53,1,70,1,70,0,0,459402.6115,0,0,0
192.168.50.63,57145,192.168.50.88,53,2,389,1,75,1,314,484326.3162,0.012833,46754.46121,195745.3442
192.168.50.88,33079,8.8.8.8,53,2,879,1,79,1,800,396012.4438,0.004528,0,0
fe80::d58e:a29a:c48:dd8f,63192,ff02::1:3,5355,1,91,1,91,0,0,79559.7613,0,0,0
192.168.50.88,44389,8.8.4.4,53,2,631,1,101,1,530,61666.4168,0.004815,0,0
192.168.50.88,48344,8.8.8.8,53,7,1094,4,327,3,767,156147.56,3014234.128,0.000867882,0.002035675
192.168.50.15,58439,192.168.50.88,53,4,472,2,152,2,320,466199.3542,1992903.282,0.000610165,0.001284558
192.168.50.88,49597,8.8.8.8,53,2,637,1,70,1,567,368099.6825,0.004883,0,0
192.168.50.88,52974,8.8.8.8,53,2,277,1,88,1,189,392746.7372,0.011727,60032.40383,128933.231
192.168.50.88,36141,8.8.8.8,53,1,92,1,92,0,0,476794.8234,0,0,0
fe80::d58e:a29a:c48:dd8f,53265,ff02::1:3,5355,2,182,2,182,0,0,224476.8381,0.10343,14077.15363,0
192.168.50.88,40974,8.8.4.4,53,2,352,1,96,1,256,452263.3693,0.00509,150884.085,402357.5599
192.168.50.88,45200,8.8.4.4,53,2,637,1,70,1,567,423995.2705,0.005503,101762.675,824277.6678
192.168.50.88,34532,8.8.8.8,53,5,580,3,265,2,315,159756.058,1595007.523,0.001329147,0.00157993
192.168.50.88,34056,8.8.8.8,53,1,90,1,90,0,0,300177.855,0,0,0
fe80::2d09:947f:ae6d:36b0,50710,ff02::1:3,5355,1,91,1,91,0,0,504581.4697,0,0,0
192.168.50.88,59468,8.8.8.8,53,5,355,5,355,0,0,335099.3675,48967.37007,0.057997805,0
192.168.50.15,52048,192.168.50.88,53,4,472,2,152,2,320,579108.7023,2795119.42,0.000435044,0.000915882
192.168.50.88,44822,8.8.8.8,53,2,881,1,80,1,801,553619.808,0.014071,45483.61903,455404.7356
192.168.50.88,42708,8.8.4.4,53,4,1522,2,152,2,1370,503534.1017,5178.651501,0.234810162,2.116381069
192.168.50.88,38222,8.8.4.4,53,2,285,1,93,1,192,487428.8728,0.035852,20751.98036,42842.79817
192.168.50.88,60764,8.8.4.4,53,1,89,1,89,0,0,91166.40352,0,0,0
192.168.50.88,43933,8.8.4.4,53,1,70,1,70,0,0,479276.4208,0,0,0
192.168.50.54,55470,239.255.255.250,1900,4,860,4,860,0,0,520098.5791,2.998951,2294.135516,0
192.168.50.54,58426,192.168.50.88,53,2,409,1,79,1,330,415382.4297,0.034132,18516.34829,77346.77136
192.168.50.88,44533,8.8.8.8,53,1,89,1,89,0,0,507535.3878,0,0,0
192.168.50.88,49353,8.8.4.4,53,2,637,1,70,1,567,449956.0971,0.005271,106241.7004,860557.7734
192.168.50.14,59676,224.0.0.252,5355,2,128,2,128,0,0,399813.5527,0.09818,10429.82277,0
192.168.50.88,39095,8.8.8.8,53,2,242,1,105,1,137,467944.6367,0.011718,71684.58785,93531.31938
192.168.50.18,55845,192.168.50.88,53,2,244,1,80,1,164,80681.31547,0.0002,0,0
192.168.50.18,53196,192.168.50.88,53,8,976,4,320,4,656,490630.134,2496320.303,0.001025509,0.002102294
192.168.50.88,57847,8.8.4.4,53,2,210,1,91,1,119,60858.20092,0.012164,59848.73397,78263.72904
192.168.50.15,52360,192.168.50.88,53,12,1416,6,456,6,960,110412.7502,3376301.307,0.001080472,0.002274679
192.168.50.56,58561,192.168.50.88,53,2,379,1,76,1,303,500576.7042,0.019277,31540.17744,125745.7074
192.168.50.18,52415,192.168.50.88,53,4,488,2,160,2,328,254331.4761,1514974.119,0.000844899,0.001732043
192.168.50.54,62221,192.168.50.88,53,2,409,1,79,1,330,508850.9773,0.032918,19199.2223,80199.28304
192.168.50.88,52640,8.8.8.8,53,2,242,1,105,1,137,400223.6256,0.003771,0,0
192.168.50.88,44141,8.8.4.4,53,1,59,1,59,0,0,107126.8307,0,0,0
192.168.50.50,51794,224.0.0.252,5355,1,71,1,71,0,0,390573.7155,0,0,0
192.168.50.15,49888,192.168.50.88,53,2,236,1,76,1,160,537434.0565,0.000216,0,0
192.168.50.88,60589,8.8.4.4,53,2,897,1,88,1,809,501827.4285,0.008992,78291.8148,719750.8883
fe80::3403:4993:3b2c:2ae9,52446,ff02::1:3,5355,4,336,4,336,0,0,553665.2247,2920380.076,0.000920428,0
192.168.50.88,39557,8.8.8.8,53,2,208,1,88,1,120,2208.847503,0.032009,21993.81424,29991.56487
192.168.50.88,33937,8.8.4.4,53,2,637,1,70,1,567,372077.1469,0.004966,0,0
192.168.50.88,44569,8.8.8.8,53,1,70,1,70,0,0,298304.2042,0,0,0
192.168.50.16,59996,192.168.50.88,53,2,242,1,79,1,163,502097.6516,0.000281,0,0
192.168.50.88,58302,8.8.8.8,53,2,883,1,81,1,802,519596.9106,0.007084,91473.74387,905702.9949
192.168.50.88,33040,8.8.4.4,53,1,70,1,70,0,0,80336.80006,0,0,0
192.168.50.88,45404,8.8.8.8,53,1,76,1,76,0,0,303739.4253,0,0,0
192.168.50.19,55921,192.168.50.88,53,2,527,1,80,1,447,401335.3426,0.021782,29382.05855,164172.2521
192.168.50.88,40715,8.8.4.4,53,2,637,1,70,1,567,427635.0286,0.004832,0,0
192.168.50.88,58035,8.8.8.8,53,2,1156,1,79,1,1077,557373.1544,0.014922,42353.5719,577402.4929
fe80::354c:4ae3:193:37a2,51715,ff02::1:3,5355,2,180,2,180,0,0,61426.71239,0.103819,13870.29349,0
192.168.50.15,54820,192.168.50.88,53,8,944,4,304,4,640,170156.2509,2633757.263,0.000923396,0.001943991
192.168.50.19,57252,192.168.50.88,53,2,437,1,77,1,360,437354.8466,0.056077,10984.89577,51357.95425
192.168.50.88,44148,8.8.4.4,53,2,637,1,70,1,567,509025.7213,0.005146,108822.3861,881461.3274
192.168.50.88,53223,8.8.4.4,53,1,70,1,70,0,0,341190.9318,0,0,0
192.168.50.88,59694,8.8.4.4,53,1,78,1,78,0,0,354960.0357,0,0,0
fe80::d58e:a29a:c48:dd8f,60458,ff02::1:3,5355,2,182,2,182,0,0,275782.9118,0.103282,14097.32577,0
192.168.50.88,35514,8.8.8.8,53,1,88,1,88,0,0,298118.0101,0,0,0
192.168.50.88,45773,8.8.4.4,53,3,972,2,170,1,802,301393.1223,2411417.815,0.000563984,0.002660675
192.168.50.88,54303,8.8.4.4,53,1,77,1,77,0,0,219289.7521,0,0,0
192.168.50.50,60226,192.168.50.88,53,2,397,1,77,1,320,458863.554,0.018316,33631.79733,139768.5084
192.168.50.88,48005,8.8.4.4,53,1,88,1,88,0,0,490719.7557,0,0,0
192.168.50.88,40130,8.8.8.8,53,4,296,4,296,0,0,353893.6173,10.008475,236.5994819,0
192.168.50.88,38240,8.8.4.4,53,1,79,1,79,0,0,384153.0879,0,0,0
192.168.50.15,62468,192.168.50.88,53,2,236,1,76,1,160,421367.304,0.000232,0,0
192.168.50.88,56720,8.8.4.4,53,1,78,1,78,0,0,131698.1463,0,0,0
192.168.50.18,54050,192.168.50.88,53,4,488,2,160,2,328,117823.3708,1212856.261,0.00105536,0.002163488
192.168.50.88,50240,8.8.4.4,53,2,202,1,93,1,109,538076.1859,0.00366,0,0
192.168.50.88,39696,8.8.4.4,53,2,877,1,78,1,799,35127.06818,0.012286,50789.51653,520266.9706
192.168.50.88,56004,8.8.8.8,53,1,78,1,78,0,0,500319.4125,0,0,0
192.168.50.88,56505,8.8.4.4,53,1,59,1,59,0,0,206701.515,0,0,0
fe80::785b:9c3b:68b4:aa64,62801,ff02::1:3,5355,2,168,2,168,0,0,38100.39629,0.099275,13538.1516,0
192.168.50.88,40680,8.8.8.8,53,2,196,1,90,1,106,470246.4106,0.004721,0,0
192.168.50.63,54904,192.168.50.88,53,9,1100,5,343,4,757,493287.9112,0.002654,0,0
192.168.50.15,54026,192.168.50.88,53,4,472,2,152,2,320,521380.2017,1508870.748,0.000805901,0.001696633
192.168.50.88,38228,8.8.4.4,53,2,877,1,78,1,799,453232.3373,0.012435,50180.94073,514032.9698
192.168.50.66,52294,224.0.0.252,5355,2,132,2,132,0,0,531821.84,0.099629,10599.3235,0
192.168.50.18,56980,192.168.50.88,53,2,244,1,80,1,164,253251.346,0.000226,0,0
fe80::3403:4993:3b2c:2ae9,62215,ff02::1:3,5355,4,336,4,336,0,0,42574.87212,292824.7088,0.009179553,0
fe80::2815:5953:1002:e7aa,51497,ff02::1:3,5355,2,172,2,172,0,0,1104.709252,0.100923,13634.15673,0
192.168.50.88,54067,8.8.8.8,53,2,172,1,86,1,86,509840.3722,0.006004,114590.2727,114590.2727
192.168.50.88,53439,8.8.4.4,53,1,90,1,90,0,0,38028.66983,0,0,0
192.168.50.88,38741,8.8.4.4,53,2,885,1,82,1,803,521870.0718,0.005025,130547.2632,1278407.955
192.168.50.18,55376,224.0.0.252,5355,2,142,2,142,0,0,84060.30421,0.103526,10973.08889,0
192.168.50.88,38393,8.8.8.8,53,3,286,2,162,1,124,311372.8941,1283010.608,0.001010124,0.000773181
192.168.50.16,58943,192.168.50.88,53,2,242,1,79,1,163,495797.5968,0.000297,0,0
192.168.50.63,62984,192.168.50.88,53,2,421,1,91,1,330,487866.918,0.01815,40110.1928,145454.5453
192.168.50.88,47917,8.8.4.4,53,2,885,1,82,1,803,407202.2665,0.004906,0,0
192.168.50.88,44560,8.8.4.4,53,2,202,1,84,1,118,451179.4544,0.004674,0,0
192.168.50.88,38943,8.8.8.8,53,2,637,1,70,1,567,400557.4955,0.004721,0,0
192.168.50.88,41790,8.8.8.8,53,2,637,1,70,1,567,380190.7142,0.005006,111865.7613,906112.6662
192.168.50.88,51352,8.8.8.8,53,4,422,3,269,1,153,303704.2799,2309959.754,0.000931618,0.000529879
fe80::891f:ff8f:8660:beff,64921,ff02::1:3,5355,1,91,1,91,0,0,501214.0854,0,0,0
192.168.50.18,50942,192.168.50.88,53,2,244,1,80,1,164,279953.3741,0.000234,0,0
192.168.50.18,57310,192.168.50.88,53,2,244,1,80,1,164,236810.4088,0.000244,0,0
192.168.50.88,45546,8.8.8.8,53,5,1592,3,222,2,1370,305880.2559,2052407.36,0.000865325,0.005340071
192.168.50.54,63748,239.255.255.250,1900,4,860,4,860,0,0,466458.4877,2.998889,2294.182946,0
192.168.50.104,50566,192.168.50.88,53,2,207,1,66,1,141,561395.0367,0.000112,0,0
192.168.50.15,51275,192.168.50.88,53,4,472,2,152,2,320,82865.89043,2330547.926,0.000521766,0.001098454
192.168.50.88,44332,8.8.4.4,53,2,220,1,102,1,118,527955.8233,0.012805,63725.10706,73721.20229
192.168.50.52,52506,224.0.0.252,5355,1,71,1,71,0,0,434673.9833,0,0,0
fe80::3403:4993:3b2c:2ae9,63242,ff02::1:3,5355,4,336,4,336,0,0,8652.897581,84994.29037,0.031625654,0
192.168.50.88,58723,8.8.4.4,53,2,637,1,70,1,567,419713.421,0.004921,0,0
192.168.50.50,52348,192.168.50.88,53,4,649,2,164,2,485,449150.1324,0.022328,58760.30099,173772.8413
192.168.50.88,57228,8.8.8.8,53,3,955,2,169,1,786,168956.6687,1106219.669,0.00122218,0.005684224
